1670.3,1670.4,1669.6,1670.1,1669.1,1671.1,1670.7,1671,1671,1670.9,1670.5,1671.6,1671,1670.8,1669.8,1670.4,1670.7,1672.9,1670.9,1670.5,1672.1,1670.9,1670.3,1670,1671.1,1672,1671.9,1671.6,1672.3,1671.9,1671.9,1672,1672.2,1672.8,1673,1672,1673,1673,1672.9,1673.5,1673.4,1674.3,1673.8,1674.1,1675.4,1675.8,1675.4,1675.1,1674.6,1676.2,1674.2,1674.7,1674.6,1675.4,1675.1,1675.2,1676,1674.4,1675.9,1676.1,1674.6,1675.9,1675.4
1561.4,1561,1560.6,1560.8,1559.9,1561.8,1561.1,1561.6,1561.7,1561.9,1561.8,1562,1562,1561.6,1561.4,1562,1561.3,1563.5,1561.6,1561.5,1562.9,1564.1,1561.7,1561.1,1564.3,1565.5,1565.4,1565.5,1565.9,1563.5,1562.9,1562.8,1563.5,1564,1566.1,1563.5,1566.4,1566.1,1566.2,1564.5,1564.5,1567.7,1567.2,1565.1,1569,1566.8,1568.6,1568.3,1565.4,1567.1,1568.4,1568.2,1568.2,1566.4,1566,1568.7,1566.6,1565.9,1569,1567.1,1565.7,1566.6,1566.4
198.81,198.16,197.97,198.67,197.42,199.6,198.66,199,198.98,199.45,199.33,199.42,199.14,198.98,198.73,199.6,198.73,201.02,198.89,198.84,200.39,198.98,198.9,198.39,198.98,200.04,199.9,200.11,200.52,200.38,200.08,200.1,200.61,201.21,200.99,200.66,201.09,201.13,200.74,201.67,201.62,202.45,201.88,202,203.16,203.78,203.3,202.87,202.66,204.47,202.51,202.74,202.82,203.64,203.2,203.64,203.89,203.42,204.07,204.63,202.86,203.91,203.8
998.79,998.11,997.91,998.24,997.28,999.3,998.42,998.79,998.76,999.12,999.29,999.27,999.12,998.78,998.55,999.12,998.43,1000.8,998.84,998.55,1000.1,998.75,998.56,998.07,998.72,999.74,999.65,999.76,1000.1,999.91,999.53,999.6,1000.2,1000.7,1000.5,1000.1,1000.5,1000.6,1000.3,1001.1,1001.1,1001.7,1001.5,1001.5,1002.8,1003.4,1002.8,1002.5,1002.1,1003.8,1001.8,1002.1,1002.2,1003.1,1002.7,1003,1003.4,1002.7,1003.5,1003.9,1002.4,1003.5,1003.1
992.72,992.37,992.18,990.83,987.92,989.97,992.36,991.66,986.3,983.71,981.68,976.45,973.3,971.44,969.18,970.7,967.91,968.93,965.58,965.46,967.08,965.05,965.62,966.24,968.67,971.03,971.62,973.39,976.47,978.33,979.86,982.06,986.36,988.71,989.33,989.92,990.15,991.68,992.31,992.64,991.19,991.37,990.61,990.19,990.47,991.6,992.54,996.18,1000.2,1006.6,1010,1014.1,1017.5,1021,1029.3,1035.3,1038.9,1041.9,1045.7,1051.6,1055.7,1055.6,1052.1
158,157.22,157.12,157.52,156.45,158.51,157.67,158.06,157.92,158.25,158.25,158.48,158.22,158.03,157.98,158.54,157.8,160.1,158.16,157.99,159.24,157.92,158.02,157.4,158.09,159.07,158.94,159.13,159.44,159.3,159.06,159.08,159.87,160.14,159.99,159.7,159.99,160.09,160.08,160.72,160.82,161.31,161.06,161.16,162.23,162.94,162.27,161.98,161.84,163.31,161.56,161.93,161.92,162.79,162.16,162.35,163.06,162.49,163.03,163.62,162.02,163.05,162.83
730.32,727.1,725.86,728.04,725.4,725.99,726.11,727.5,727.28,727.92,726.96,727.95,727,728.94,727.62,728.67,728.44,730.85,727.7,727.89,728.27,726.82,727.53,728.54,728.33,730.27,729.67,728.44,728.6,729.81,729.86,730.62,730.18,731.3,731.67,731.14,730.96,731.51,730.22,730.56,732.33,735.3,734.94,733.22,733.92,734.11,733.34,732.05,730.73,731.99,729.94,729.7,730.56,731.88,731.18,731.23,732.97,733.65,733.71,734.1,733.88,734.33,736.82
1456.9,1456.1,1456.2,1456.3,1455.3,1457.2,1456.1,1456.5,1456.3,1456.6,1456.5,1456.4,1456.1,1455.7,1455.2,1455.7,1455,1457,1454.8,1454.4,1456.2,1454.6,1454.5,1454,1454.8,1456.1,1456.3,1456,1455.9,1456.1,1455.9,1455.6,1456.3,1456.4,1456,1456.2,1456,1456,1455.8,1456.2,1456.2,1456.9,1456.7,1456.7,1457.8,1458.4,1457.7,1457.5,1456.8,1458.5,1456.7,1457,1457.1,1457.4,1457.2,1457.3,1458.1,1458,1457.8,1457.5,1457.1,1457.3,1457.4
372.63,373.36,372.88,375.11,373.92,377.07,384.87,393.14,399.42,407.78,416.16,421.68,428.11,433.71,440.22,445.55,448.96,454.14,454.06,453.34,457.36,457.59,458.72,458.62,459.79,462.07,462.69,461.83,462.99,457.79,450.3,447.23,444.87,442.51,440.15,432.04,426.94,434.28,440.54,440.14,432.88,421.43,417.97,415.72,409.37,406.79,403.66,401.52,395.98,392.07,385.92,383.69,379.52,378.86,381.37,394.54,406.45,419.71,431.62,440.79,444.9,449.8,449.87
826.85,826.8,826.87,826.93,825.82,827.59,826.71,826.98,827.24,827.47,827.23,827.46,827.52,827.22,827.05,827.7,826.99,829.23,827.65,827.42,829.15,828.57,829.32,829.18,831.17,832.62,833.03,833.83,834.45,834.12,833.64,834.61,835.57,836.15,835.63,835.39,835.8,834.8,833.57,834.1,833.74,833.55,832.85,832.33,833.21,834.38,834.32,834.06,833.9,835.81,834.78,834.25,834.9,835.63,835.49,835.91,836.75,835.65,836.37,836.4,834.16,833.52,832.02
