Well/XY,cell_id,total_distance,net_distance,linearity,spearmanrsq,progressivity,max_speed,min_speed,avg_speed,MSD_slope,hurst_RS,nongauss,disp_var,disp_skew,rw_linearity,rw_netdist,rw_kurtosis01,rw_kurtosis02,rw_kurtosis03,rw_kurtosis04,rw_kurtosis05,rw_kurtosis06,rw_kurtosis07,rw_kurtosis08,rw_kurtosis09,rw_kurtosis10,avg_moving_speed01,avg_moving_speed02,avg_moving_speed03,avg_moving_speed04,avg_moving_speed05,avg_moving_speed06,avg_moving_speed07,avg_moving_speed08,avg_moving_speed09,avg_moving_speed10,time_moving01,time_moving02,time_moving03,time_moving04,time_moving05,time_moving06,time_moving07,time_moving08,time_moving09,time_moving10,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,autocorr_6,autocorr_7,autocorr_8,autocorr_9,autocorr_10,p_rturn_9_5,p_rturn_9_6,p_rturn_10_5,p_rturn_10_6,p_rturn_11_5,p_rturn_11_6,mean_theta_9_5,min_theta_9_5,max_theta_9_5,mean_theta_9_6,min_theta_9_6,max_theta_9_6,mean_theta_10_5,min_theta_10_5,max_theta_10_5,mean_theta_10_6,min_theta_10_6,max_theta_10_6,mean_theta_11_5,min_theta_11_5,max_theta_11_5,mean_theta_11_6,min_theta_11_6,max_theta_11_6
WellC05_Seq0016/xy24_sliding_s17,0-0,63.94673369971897,14.060334277676363,0.595160369763,0.411643668992,0.2198757225615443,2.525395018605999,0.22208106627985433,3.36561756314,0.910361845578,0.592445809136,-0.187572634235,4.19327611199,0.901969962042686,0.351684916542,-7.22570018752,0.4035014980181302,-0.8787922327762301,-1.0434773745356236,-1.2989054307803694,-1.4999999999999998,-1.5,-2.0,-1.9999999999999998,-2.0,-3.0,2.04036659267,2.57791762983,3.01465288217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171091330558,-0.364672600984,-0.358548423789,-0.0838194430421,-0.070387158574,0.378431465325,0.340094096547,-0.345258800169,-0.35205785965,0.119078152417,0.666666666667,0.6,0.8,0.75,0.75,0.666666666667,0.455310089784,0.03489751455445194,1.1039160213594053,0.690882227517,0.08982579390997233,1.465940120101017,0.482517512241,0.1243693951735925,1.1831971282443887,0.731658042115,0.23515514896491188,1.3196208302139965,0.243439670271,0.01441530719870221,0.5250350502828715,0.351597716927,0.09923805656975222,0.6614587522524792
WellC05_Seq0016/xy24_sliding_s17,0-1,62.71258186573829,19.931003487030004,0.558121070232,0.351298109834,0.3178150682697198,2.525395018605999,0.22208106627985433,3.30066220346,1.00779484911,0.623981594301,-0.222021756559,4.06989162876,0.8447940341843634,0.353344992424,-0.944217212497,0.4544968890000485,-0.1488220145041348,0.6760255301332254,-1.0272851353653452,-1.5000000000000002,-1.5000000000000002,-2.0,-2.0,-2.0000000000000004,-3.0,2.00256010876,2.57791762983,3.01465288217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166134202114,-0.253448206206,-0.350496030496,-0.126464490278,-0.152330673538,0.448192471427,0.362609326384,-0.255589196119,-0.264117620088,0.026105588785,0.5,0.4,0.8,0.75,0.5,0.333333333333,0.724142808984,0.09233907995515922,1.6478938297574757,0.984850379855,0.23682295953341517,1.5596665556018907,0.534527056738,0.1243693951735925,1.1831971282443887,0.948995694035,0.23515514896491188,1.3196208302139965,0.322069706829,0.1427252676864475,0.5250350502828715,0.451527182221,0.09923805656975222,0.6614587522524792
WellC05_Seq0016/xy24_sliding_s17,0-2,63.12001667289481,19.55634168243123,0.500762827736,0.278009357479,0.30982789158275326,2.525395018605999,0.22208106627985433,3.32210614068,0.958123128973,0.637711807894,-0.20621787688,4.12688867201,0.8729895712807648,0.307476869644,-1.45450238432,0.4261196827414091,-0.9655802179617048,-1.6433810619172033,-0.8082031105446763,-1.5000000000000007,-1.4999999999999996,-2.0,-2.0,-1.9999999999999998,-3.0,1.97142957811,2.69706556534,3.01465288217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197221935617,-0.241262155164,-0.37223684935,-0.142872805608,-0.113073740601,0.474437934666,0.398401174398,-0.156636116664,-0.221393791399,-0.0903076804901,0.333333333333,0.2,0.6,0.5,0.5,0.333333333333,0.979067254297,0.1933357484167205,1.6478938297574757,1.18965888606,0.7611463164805337,1.5596665556018907,0.766264936104,0.1243693951735925,1.4808427136210622,1.23836076666,1.0471895864485694,1.3926154394654773,0.4405928701,0.1427252676864475,0.7656757089962806,0.787929634656,0.5938847378413615,1.108445413875152
WellC05_Seq0016/xy24_sliding_s17,1-0,101.29386773380152,93.3361051308657,0.985298240866,0.972363753628,0.921438851324656,5.92665585638308,1.600504920329831,5.33125619652,1.92816952098,0.961077213011,-0.479842689885,4.60282743462,0.27874182012073045,0.765729248571,59.6182803891,-0.6504440900182593,-1.1671327280206862,-1.224364031222634,-0.9505975139426956,-1.4999999999999982,-1.4999999999999993,-1.9999999999999998,-1.9999999999999998,-2.0,-3.0,5.31175988151,5.31175988151,5.78163925193,6.23801584403,6.36603021601,6.822506984,7.03969630463,0.0,0.0,0.0,1.0,1.0,0.8666666666666667,0.7333333333333333,0.6666666666666666,0.4,0.13333333333333333,0.0,0.0,0.0,0.557667767656,0.544809422297,0.416118126094,0.0802650402794,0.202028662485,-0.0909886505257,-0.369047849085,-0.408312368349,-0.513119109191,-0.719149963083,0.333333333333,0.4,0.2,0.5,0.5,0.333333333333,0.0273437827693,0.007038390413828598,0.05147296302862236,0.0274489984726,0.0063898323198520995,0.05270687077654258,0.0234492967848,0.003514662479881683,0.040851688265297316,0.0182651900495,0.006370980588332306,0.03598456623154464,0.0291412912528,0.005666997948863943,0.06090571683030209,0.0347366835946,0.009455892603500103,0.05792625313871437
WellC05_Seq0016/xy24_sliding_s17,1-1,100.94028323265101,92.49845123568281,0.983998828394,0.972363753628,0.9163680571659271,5.92665585638308,1.600504920329831,5.31264648593,1.90747118035,0.988808189453,-0.486282050366,4.55258344459,0.2342229332446118,0.755434783096,58.898324638,-0.6196851258049563,-1.3142348284794794,-1.7587188632531565,-1.0197660894225973,-1.5,-1.4999999999999998,-2.0,-2.0,-2.0,-3.0,5.0770870663,5.0770870663,5.77898170436,6.28046444615,6.42741914859,6.822506984,7.03969630463,0.0,0.0,0.0,1.0,1.0,0.8,0.6666666666666666,0.6,0.4,0.13333333333333333,0.0,0.0,0.0,0.580000035834,0.594931683264,0.443695374929,0.16142533557,0.231816516338,-0.0923762044224,-0.318715809835,-0.423029021303,-0.470584841943,-0.707980692797,0.333333333333,0.6,0.2,0.75,0.25,0.333333333333,0.0360804003707,0.007038390413828598,0.06812705272972605,0.042296716082,0.0063898323198520995,0.0874139051320528,0.0389789047285,0.003514662479881683,0.10395925463790157,0.0332891721133,0.006370980588332306,0.09608049448692584,0.0373689676227,0.005666997948863943,0.06090571683030209,0.032145291272,0.009455892603500103,0.05015207617090085
WellC05_Seq0016/xy24_sliding_s17,1-2,97.42929524363457,88.16840939928545,0.982044583701,0.969399231714,0.9049476256480038,5.92665585638308,1.5781318069160248,5.1278576444,1.87978686886,1.00715382954,-0.444838241688,5.59239230228,0.14297034122414884,0.765632310341,55.7369900525,-0.6940062958599675,-1.5522876224440683,-1.4995604375765736,-1.454894445002131,-1.5,-1.5000000000000002,-2.0,-2.0,-2.0,-3.0,4.76217242767,4.96302906687,5.69762558127,6.23674948925,6.39660915988,6.85222856915,7.03969630463,0.0,0.0,0.0,1.0,0.9333333333333333,0.7333333333333333,0.6,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.464301496141,0.587332559391,0.497843793668,0.283447801746,0.345068591191,-0.0451062382001,-0.155496387225,-0.31736790232,-0.448630047101,-0.866151030549,0.5,0.8,0.4,0.75,0.5,0.666666666667,0.0610763308305,0.007038390413828598,0.16017143615208723,0.0625059091005,0.024122516678854383,0.10743579741240084,0.0389046855226,0.003514662479881683,0.10395925463790157,0.0425055106359,0.006370980588332306,0.09608049448692584,0.0424638262571,0.005666997948863943,0.08128515136783031,0.0534621241431,0.0368279050415153,0.07340639121685368
WellC05_Seq0016/xy24_sliding_s17,2-0,55.63919255224003,28.42850681974012,0.0910988907302,0.0767541242422,0.5109439140952378,4.011234224026316,0.40199502484483646,2.92837855538,1.55437230793,0.823276816992,-0.149142408911,2.76261090689,1.5830935709183154,-0.13000991034,9.90781464734,1.6335216273882418,-0.7130252238012074,-0.5809203496311008,-1.1280947478734202,-1.5000000000000004,-1.5000000000000007,-2.0,-2.0,-2.0,-3.0,2.73058581301,3.27623477443,3.86211762167,4.49071932782,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.616133599958,0.0554493804945,-0.158990433102,-0.141173304292,-0.19452819858,-0.357079698651,-0.630471760107,-0.584736129889,-0.185643559571,0.104981403572,0.0,0.0,0.2,0.0,0.0,0.0,1.47849679947,0.02027656923000667,2.7810582408005926,0.967743324506,0.015101798512594673,1.6801345991111298,1.00081965464,0.17401650270263216,2.261652209036512,0.998899539869,0.17919127342005656,1.6156377443406669,1.81884674374,0.22382226117223974,2.8097349352803245,1.24345811729,0.5587063100068825,1.610841618046278
WellC05_Seq0016/xy24_sliding_s17,2-1,57.167039376711905,24.300205760445685,0.057787988436,0.0419549523091,0.4250737142484388,4.011234224026316,0.40199502484483646,3.00879154614,1.42748143683,0.80576890319,-0.17850901155,2.73606921305,1.5174412297835442,-0.17012824228,5.2709371795,1.528273554577642,0.7752470202356032,0.5788604961033048,-0.9911212546392734,-1.5000000000000004,-1.5,-2.0,-2.0,-2.0,-3.0,2.75315925674,3.13497468974,3.86211762167,4.49071932782,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.599164966715,0.0469621309036,-0.167735513998,-0.14615150412,-0.22532631196,-0.399219148201,-0.566187723445,-0.481380463574,-0.122955378851,0.143380046487,0.0,0.25,0.2,0.25,0.0,0.0,0.956447919033,0.02027656923000667,2.326149063806975,0.589464493377,0.015101798512594673,1.5365976675056303,1.30409920182,0.17401650270263216,2.261652209036512,1.04160852644,0.17919127342005656,1.7864736906201069,1.14541346427,0.11600181738724778,2.256856082742123,0.746903107313,0.12117658810467281,1.5608264238288776
WellC05_Seq0016/xy24_sliding_s17,2-2,64.00598239568895,14.005713120009274,0.0474936112056,0.0272147262695,0.21881881342629955,4.011234224026316,0.40199502484483646,3.36873591556,1.09591994502,0.752944590361,-0.0920060225675,4.50658444824,1.4493420680160471,-0.157172300876,-7.30004353757,1.0480962744812947,-1.2449585938565644,-1.5303295827760162,-0.6855168527136941,-1.5000000000000002,-1.5,-2.0,-2.0,-2.0,-3.0,2.87331031283,3.29517609785,3.80586456273,4.49071932782,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.367342393331,0.0215371894752,-0.234632728016,-0.268378333333,-0.316357433569,-0.279871785853,-0.461810966219,-0.329936527257,-0.193694451056,0.29315038416,0.2,0.5,0.4,0.5,0.0,0.0,1.06175956786,0.02027656923000667,2.8527073079217153,0.925316970594,0.015101798512594673,2.8800075763725483,1.41733149246,0.17401650270263216,2.8278136622815304,1.36532993956,0.17919127342005656,2.8316082263005535,0.774932591446,0.11600181738724778,1.9849736957789572,0.339941449056,0.12117658810467281,0.5587063100068825
WellC05_Seq0016/xy24_sliding_s17,3-0,28.993537391756803,3.574758733117545,0.0113254503093,0.00232605022928,0.12329501863866704,0.7603788529410759,0.03200000000001637,1.5259756522,0.364604477115,0.676419465039,-0.417341449046,0.593455507742,0.15724292886894164,-0.211332340806,-6.07635869669,-1.0965997119947597,-0.8230860761664851,-1.6002422373585417,-1.3391203647200005,-1.4999999999999996,-1.5000000000000002,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0349418218202,0.074419462196,-0.423953486107,0.2596437788,0.0183778259209,-0.371453169412,-0.215512792811,-0.281006115336,0.149439762721,-0.265679377643,0.4,0.25,0.6,0.75,0.75,1.0,0.946191110283,0.0776870499308732,1.6067460364031045,0.786171446058,0.1609064753577342,1.5301118893582277,0.775037943437,0.01065982458267043,1.6905069208088257,0.92216988088,0.3029779671056386,1.70947659005354,1.09543381848,0.30590447785173447,1.969425330178575,1.24940994052,0.36644117967157874,1.7308318048899693
WellC05_Seq0016/xy24_sliding_s17,3-1,29.317377302371995,1.6131955864061192,0.0118572564808,0.0083143802263,0.05502523536699852,0.7603788529410759,0.03200000000001637,1.54301985802,0.102336832615,0.690299078681,-0.418669637869,0.601766466204,0.14353824011767127,-0.241068604121,-8.14571886602,-1.1373700379442242,-1.0496370824947248,-1.5577421610389253,-0.966798931174714,-1.5000000000000002,-1.500000000000001,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.106719388621,0.00629311133802,-0.380618645348,0.295421368275,0.131161186751,-0.395186123923,-0.150502900602,-0.345827205788,0.175582664528,-0.226413895934,0.2,0.25,0.8,0.75,1.0,1.0,0.657136619226,0.0776870499308732,1.5133486745029774,0.720191916538,0.1609064753577342,1.5301118893582277,0.775589522753,0.013417721161906437,1.6905069208088257,0.869349721409,0.09169732922099985,1.70947659005354,1.06170550984,0.30590447785173447,1.969425330178575,1.23337252727,0.31832893993933975,1.7308318048899693
WellC05_Seq0016/xy24_sliding_s17,3-2,29.118025837345584,1.8015548839822604,0.0511643229452,0.0252827349262,0.06187077702471368,0.7603788529410759,0.03200000000001637,1.53252767565,-0.019943073135,0.673317094941,-0.413168127191,0.575157779638,0.19577705367862427,-0.191674833102,-7.89100118061,-0.9970923858560852,-0.617356971772582,-1.623259413023622,-0.684260364245326,-1.5,-1.4999999999999996,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.159184075253,0.012460668769,-0.432843348139,0.303663895817,0.251524902902,-0.248165009399,-0.129374455629,-0.538045534825,0.283121254281,-0.12021035164,0.4,0.5,0.8,0.75,0.75,0.666666666667,0.69282522888,0.0776870499308732,1.5133486745029774,0.825501601765,0.17993172858332232,1.5301118893582277,0.833373032376,0.013417721161906437,1.6905069208088257,0.81009420821,0.09169732922099985,1.70947659005354,1.27839791547,0.33729860918405413,1.969425330178575,1.02122675641,0.31832893993933975,1.6509568369891583
WellC05_Seq0016/xy24_sliding_s17,4-0,21.506563222602384,3.4258429619584994,0.0125613328547,0.0102602209296,0.15929290637930005,0.7036931149300811,0.044721359549975456,1.13192438014,0.510211404767,0.398935950198,-0.46073009482,0.329692095119,-0.11451850565015115,-0.185033858577,-3.73307539866,-1.015926592318747,0.1520511260232973,-0.9463163548848321,-0.7837189096110682,-1.5000000000000002,-1.5000000000000007,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14319600568,-0.480596400428,-0.110141777285,0.132601156834,0.0440319878599,0.239171964831,-0.266080881248,-0.203552853412,0.579604718816,-0.0993548152046,0.6,0.5,0.25,0.333333333333,0.666666666667,0.5,0.515136807562,0.1436135183538036,1.173942323654255,0.57873264135,0.004608683999350169,1.1576587370768359,0.160424438428,0.010549685148226514,0.2722683984005395,0.236835064975,0.12104179416685767,0.4020620905277991,0.416847324301,0.1876067651235109,0.7082934380578289,0.258026082427,0.14512680855461435,0.3709253563003044
WellC05_Seq0016/xy24_sliding_s17,4-1,23.92635058269257,1.1975391434104716,0.00155936453863,0.00232310470146,0.05005105727560168,0.7036931149300811,0.044721359549975456,1.25928160962,0.243737479671,0.463390093878,-0.405313349023,0.436424744671,0.1432602946241263,-0.243048006535,-6.76685706048,-0.8078689311978278,-0.9067000004433123,-1.6670407780811975,-0.9631906775550103,-1.5,-1.5,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0287285354563,-0.456603743651,-0.195036881741,0.304904031394,0.258367450186,0.0434344504097,-0.274554383872,-0.461929763615,0.502014510651,0.0827180532017,0.4,0.5,0.25,0.666666666667,1.0,0.0,0.551659023191,0.1436135183538036,1.173942323654255,0.385814635262,0.004608683999350169,0.587310803836581,0.176341298161,0.010549685148226514,0.2722683984005395,0.208770355929,0.1032071830917001,0.4020620905277991,0.405487596505,0.1876067651235109,0.6742142546677322,0.46491658612,0.14512680855461435,0.7847063636863545
WellC05_Seq0016/xy24_sliding_s17,4-2,23.988960355297873,1.256025477448601,0.0141935963096,0.0574621002842,0.052358479018921406,0.7036931149300811,0.044721359549975456,1.26257686081,0.0872038389464,0.473610433813,-0.411143699016,0.436576923575,0.11083643215751063,-0.21014601033,-6.72921172489,-0.8148881110531243,0.028750485581062524,-0.853719711579187,-0.8938799661338939,-1.4999999999999996,-1.4999999999999998,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0142502284892,-0.457582056677,-0.19906403361,0.303123635964,0.260437071618,0.0596556888444,-0.279139282088,-0.463371557332,0.46901685494,0.0790134284216,0.6,0.6,0.5,0.666666666667,1.0,0.0,0.407381539805,0.1436135183538036,0.6078322970578424,0.387624844112,0.004608683999350169,0.587310803836581,0.250765840664,0.010549685148226514,0.46881589366244675,0.240987767191,0.1032071830917001,0.4987143243142496,0.430910509896,0.1876067651235109,0.6742142546677322,0.46491658612,0.14512680855461435,0.7847063636863545
WellC05_Seq0016/xy24_sliding_s17,5-0,65.1591369753136,51.428347241574855,0.973118744537,0.916811781146,0.7892729957589703,4.370233861019356,0.4879999999999751,3.42942826186,1.77000464561,0.923230320573,-0.457803598709,2.59360667012,-0.01140616079560929,0.764545372025,29.7387384823,-0.0852438413069665,-1.2267003411134723,-1.595081949616524,-1.3765510078225578,-1.5,-1.5,-2.0,-1.9999999999999998,-2.0,-3.0,2.96534877725,3.71057515939,4.39828760774,4.74155075617,5.19332225074,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.6,0.4,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.387395344835,0.316253804309,0.362976626968,0.203004049179,0.0268397547538,-0.340086496622,-0.227693847753,-0.531146762141,-0.71533491279,-0.359077869335,0.666666666667,0.4,0.6,0.5,0.75,0.666666666667,0.0471229564866,0.017280071891600905,0.06400650661283883,0.0320424909242,0.003856773094642026,0.052108907176399266,0.0556330525556,0.0381155060570223,0.07155631717706784,0.0365162620236,0.003316645365628383,0.0628987886933968,0.0505355492494,0.03450763462226762,0.06716680617207102,0.0397941418126,0.006924516800350663,0.06211090079367802
WellC05_Seq0016/xy24_sliding_s17,5-1,67.45441885434627,55.48295323790912,0.981691184953,0.957586403933,0.8225251092550804,4.370233861019356,0.4879999999999751,3.55023257128,1.81173321622,0.845022383064,-0.454300008727,2.55839792014,0.021411344306208016,0.778041136647,33.0293109408,-0.011004736204740961,-1.1699938457772538,-1.1739084047854642,-1.3453350783879232,-1.5000000000000002,-1.5,-2.0,-1.9999999999999998,-2.0,-3.0,3.2582885926,3.82171079977,4.4588081728,4.75762691757,5.19332225074,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.6666666666666666,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.409907579773,0.340499929114,0.474427155621,0.260582070998,0.0440613338509,-0.226873223789,-0.145243797445,-0.560941777332,-0.720328186765,-0.363868769801,0.5,0.2,0.6,0.25,0.75,0.333333333333,0.0465401447849,0.013783201681596437,0.06400650661283883,0.0232982534395,0.003856773094642026,0.04929981009254221,0.0564383713961,0.0381155060570223,0.07155631717706784,0.0301702866528,0.003316645365628383,0.056849620656772216,0.0530549108074,0.03450763462226762,0.06716680617207102,0.0278306193095,0.006924516800350663,0.050347007843797066
WellC05_Seq0016/xy24_sliding_s17,5-2,71.06884395221083,59.05048772025507,0.983103962131,0.957586403933,0.8308913503639187,4.370233861019356,0.4879999999999751,3.74046547117,1.82853440647,0.83811519832,-0.385072134557,3.644618953,0.34701860060039974,0.759658937721,35.393706924,0.013071256457662717,-1.1546138580612408,-1.5041244502113018,-1.716685643938245,-1.5,-1.5000000000000004,-2.0,-2.0,-2.0,-3.0,3.60223025742,3.97262691156,4.58668065489,4.87832043622,5.3375551401,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.7333333333333333,0.5333333333333333,0.4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.321288633289,0.253300254061,0.352957536861,0.490430391285,0.11026217088,-0.0982465287549,0.11236658982,-0.529579608177,-0.44846507348,-0.34198317782,0.5,0.2,0.4,0.25,0.5,0.0,0.0399929454576,0.013783201681596437,0.06400650661283883,0.0148798363443,0.003856773094642026,0.03584057826680671,0.0442252973448,0.006889323815414366,0.07155631717706784,0.0232229428011,0.003316645365628383,0.03751488721014566,0.045471817198,0.03450763462226762,0.06505370436409555,0.0150666625068,0.006924516800350663,0.026220333284294337
